SourceZip,SourceZipFilename,EntryPath,ExtractedPath,EntrySize,EntryModified,ExtractedStatus
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-024.zip,takeout-20260602T071913Z-11-024.zip,Takeout/Drive/Unorganized/Benjamin born May 2 2011 (7).MOV,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Unorganized\Benjamin born May 2 2011 (7).MOV,261952167,2013-03-01 04:00:54,SkipLargeMediaEvenIfNamed
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-024.zip,takeout-20260602T071913Z-11-024.zip,Takeout/Drive/Unorganized/228_1946.MOV,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Unorganized\228_1946.MOV,135288060,2013-03-01 00:55:54,SkipLargeMediaEvenIfNamed
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-024.zip,takeout-20260602T071913Z-11-024.zip,Takeout/Drive/Unorganized/228_1938.MOV,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Unorganized\228_1938.MOV,192386339,2013-03-01 00:48:58,SkipLargeMediaEvenIfNamed
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-024.zip,takeout-20260602T071913Z-11-024.zip,Takeout/Drive/Unorganized/222_1905.JPG,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Unorganized\222_1905.JPG,1626836,2013-03-01 00:38:00,ExtractNamedRelevant
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-024.zip,takeout-20260602T071913Z-11-024.zip,Takeout/Drive/Unorganized/222_1903.JPG,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Unorganized\222_1903.JPG,1634311,2013-03-01 00:37:46,ExtractNamedRelevant
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-024.zip,takeout-20260602T071913Z-11-024.zip,Takeout/Drive/Unorganized/222_1902.JPG,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Unorganized\222_1902.JPG,1672646,2013-03-01 00:37:40,ExtractNamedRelevant
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-024.zip,takeout-20260602T071913Z-11-024.zip,Takeout/Drive/Unorganized/218_1827.JPG,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Unorganized\218_1827.JPG,1261816,2013-03-01 00:09:30,ExtractNamedRelevant
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-024.zip,takeout-20260602T071913Z-11-024.zip,Takeout/Drive/Unorganized/218_1824.JPG,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Unorganized\218_1824.JPG,1783328,2013-03-01 00:09:08,ExtractNamedRelevant
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-024.zip,takeout-20260602T071913Z-11-024.zip,Takeout/Drive/Unorganized/221_1853.MOV,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Unorganized\221_1853.MOV,169542070,2013-03-01 00:37:26,SkipLargeMediaEvenIfNamed
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-024.zip,takeout-20260602T071913Z-11-024.zip,Takeout/Drive/Unorganized/221_1852.JPG,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Unorganized\221_1852.JPG,927530,2013-03-01 00:29:18,ExtractNamedRelevant
