TimestampUTC,Title,PhotoTakenTime,CreationTime,Latitude,Longitude,HasGeoData,GooglePhotosOrigin,SourceZipFilename,EntryPath,ExtractedPath,MediaPath,MediaSHA256,HashMatchedCaptureSendEvents,ReadableAsImage,ImageFormat,Width,Height,Dimensions,DPI,DPIX,DPIY,DeviceDimensionAssessment,EXIF_Make,EXIF_Model,EXIF_Software,EXIF_DateTimeOriginal,EXIF_DateTimeDigitized,EXIF_DateTime,EXIF_Orientation,EXIF_AllRelevant,MetadataError
2024-04-19 23:01:08,IMG_2815.JPG,"Apr 19, 2024, 11:01:08 PM UTC","Sep 4, 2024, 9:14:36 PM UTC",29.0639583,-81.02524439999999,Yes,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2024/IMG_2815.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2815.JPG.supplemental-metadata.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
2024-04-20 16:37:06,DB2E91BC-2B22-4950-8A8C-D355D9F07258.jpg,"Apr 20, 2024, 4:37:06 PM UTC","Sep 4, 2024, 9:14:37 PM UTC",,,No,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/DB2E91BC-2B22-4950-8A8C-D355D9F07258.jpg.suppl.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\DB2E91BC-2B22-4950-8A8C-D355D9F07258.jpg.suppl.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
2024-04-20 16:39:41,3DDA3414-5239-443E-89AA-A0B5280427BC.jpg,"Apr 20, 2024, 4:39:41 PM UTC","Sep 4, 2024, 9:14:39 PM UTC",,,No,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2024/3DDA3414-5239-443E-89AA-A0B5280427BC.jpg.suppl.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\3DDA3414-5239-443E-89AA-A0B5280427BC.jpg.suppl.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
2024-04-21 14:39:09,IMG_2818.PNG,"Apr 21, 2024, 2:39:09 PM UTC","Sep 4, 2024, 9:14:38 PM UTC",,,No,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2024/IMG_2818.PNG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2818.PNG.supplemental-metadata.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
2024-04-21 15:49:27,IMG_2819.JPG,"Apr 21, 2024, 3:49:27 PM UTC","Sep 4, 2024, 9:14:43 PM UTC",29.063961099999997,-81.02524439999999,Yes,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2024/IMG_2819.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2819.JPG.supplemental-metadata.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
2024-04-21 15:49:35,IMG_2820.JPG,"Apr 21, 2024, 3:49:35 PM UTC","Sep 4, 2024, 9:14:44 PM UTC",29.063961099999997,-81.02524439999999,Yes,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2024/IMG_2820.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2820.JPG.supplemental-metadata.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
2024-04-21 15:49:52,IMG_2821.JPG,"Apr 21, 2024, 3:49:52 PM UTC","Sep 4, 2024, 9:14:46 PM UTC",29.063972200000002,-81.0252306,Yes,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2024/IMG_2821.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2821.JPG.supplemental-metadata.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
2024-04-21 15:50:08,IMG_2822.JPG,"Apr 21, 2024, 3:50:08 PM UTC","Sep 4, 2024, 9:14:48 PM UTC",29.063972200000002,-81.0252222,Yes,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2822.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2822.JPG.supplemental-metadata.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
2024-04-21 15:50:09,IMG_2823.JPG,"Apr 21, 2024, 3:50:09 PM UTC","Sep 4, 2024, 9:14:48 PM UTC",29.063975,-81.0252139,Yes,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2823.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2823.JPG.supplemental-metadata.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
2024-04-21 15:56:27,IMG_2824.JPG,"Apr 21, 2024, 3:56:27 PM UTC","Sep 4, 2024, 9:14:50 PM UTC",29.063961099999997,-81.02524439999999,Yes,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2824.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2824.JPG.supplemental-metadata.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
2024-04-21 19:17:57,IMG_2825.JPG,"Apr 21, 2024, 7:17:57 PM UTC","Sep 4, 2024, 9:14:52 PM UTC",29.2048806,-81.0196833,Yes,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2825.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2825.JPG.supplemental-metadata.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
2024-04-21 19:18:31,IMG_2826.JPG,"Apr 21, 2024, 7:18:31 PM UTC","Sep 4, 2024, 9:14:53 PM UTC",29.204994400000004,-81.0198667,Yes,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2024/IMG_2826.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2826.JPG.supplemental-metadata.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
2024-04-21 19:23:32,IMG_2827.JPG,"Apr 21, 2024, 7:23:32 PM UTC","Sep 4, 2024, 9:14:54 PM UTC",29.204855600000002,-81.0196222,Yes,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2827.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2827.JPG.supplemental-metadata.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
2024-04-21 19:36:48,IMG_2828.JPG,"Apr 21, 2024, 7:36:48 PM UTC","Sep 4, 2024, 9:14:59 PM UTC",29.20485,-81.01991389999999,Yes,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2828.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2828.JPG.supplemental-metadata.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
2024-04-21 19:36:51,IMG_2829.JPG,"Apr 21, 2024, 7:36:51 PM UTC","Sep 4, 2024, 9:14:58 PM UTC",29.20485,-81.01991389999999,Yes,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2829.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2829.JPG.supplemental-metadata.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
2024-04-21 19:37:29,IMG_2830.JPG,"Apr 21, 2024, 7:37:29 PM UTC","Sep 4, 2024, 9:15:03 PM UTC",29.2051306,-81.02033329999999,Yes,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2830.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2830.JPG.supplemental-metadata.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
2024-04-21 19:39:33,IMG_2831.JPG,"Apr 21, 2024, 7:39:33 PM UTC","Sep 4, 2024, 9:15:02 PM UTC",29.205383299999998,-81.02005000000001,Yes,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2831.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2831.JPG.supplemental-metadata.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
2024-04-21 19:47:05,IMG_2833.JPG,"Apr 21, 2024, 7:47:05 PM UTC","Sep 4, 2024, 9:15:09 PM UTC",29.204638900000003,-81.0203167,Yes,"{""mobileUpload"": {""deviceType"": ""IOS_PHONE""}}",takeout-20260602T071913Z-7-046.zip,Takeout/Google Photos/Photos from 2024/IMG_2833.JPG.supplemental-metadata.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2024\IMG_2833.JPG.supplemental-metadata.json,,,,No,,,,,,,,Not an image / no dimensions,,,,,,,,,[Errno 2] No such file or directory: '__missing__'
