SourceZip,SourceZipFilename,EntryPath,ExtractedPath,EntrySize,EntryModified,ExtractedStatus
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/Movies/OceanGrandFamilyJuicing.MP4,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Movies\OceanGrandFamilyJuicing.MP4,1207348437,2016-08-04 20:31:52,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/Hurd Family Legal/July 11 Trial/VMC-Part5.mp4,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Hurd Family Legal\July 11 Trial\VMC-Part5.mp4,1122939252,2023-07-08 08:26:28,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/Hurd Family Legal/July 11 Trial/20210514_082914.mp4,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Hurd Family Legal\July 11 Trial\20210514_082914.mp4,1615384405,2023-07-08 08:25:42,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/Nicolle Special Needs Trust.pdf,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Nicolle Special Needs Trust.pdf,692489,2014-02-04 10:04:50,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/AmouponSketch.jpg,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\AmouponSketch.jpg,2293845,2014-01-30 12:37:54,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/inside.jpg,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\inside.jpg,203945,2014-01-24 09:44:42,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/Out side.jpg,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Out side.jpg,182773,2014-01-24 09:44:42,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/AmouponTrackScribe1.mp3,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\AmouponTrackScribe1.mp3,2061446,2014-01-17 14:49:46,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/image.png,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\image.png,229376,2014-01-14 17:53:34,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/MorganPirate.jpg,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\MorganPirate.jpg,3280880,2013-12-18 16:07:00,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/COMPLAINT.docx,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\COMPLAINT.docx,50936,2013-12-09 19:47:12,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/GenealogyReport.csv.xlsx,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\GenealogyReport.csv.xlsx,1026326,2018-04-13 09:55:36,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/Keegan Hurd’s Video Resume For BeLive.docx,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Keegan Hurd’s Video Resume For BeLive.docx,766274,2020-10-04 16:42:26,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/KeeganHurdIDandCCback.jpg,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\KeeganHurdIDandCCback.jpg,3299577,2013-11-13 09:43:54,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/KeeganHurdIDandCC.jpg,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\KeeganHurdIDandCC.jpg,2871690,2013-11-13 09:43:54,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,"Takeout/Drive/12-26-75/10 Ep. 10 The Visalia Ransacker, Part Three.mp3","C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\12-26-75\10 Ep. 10 The Visalia Ransacker, Part Three.mp3",41918326,2017-06-08 11:37:36,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/Kula Yoga/IMG_0216.JPG,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Kula Yoga\IMG_0216.JPG,892677,2016-06-28 13:05:56,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/VIOLATION OF COURT ORDER.docx,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\VIOLATION OF COURT ORDER.docx,908138,2020-04-28 16:48:34,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/SCN1602432079641.docx,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\SCN1602432079641.docx,16257,2020-10-11 09:01:56,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/Movies/VIDEO_TS/VTS_02_0.BUP,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Movies\VIDEO_TS\VTS_02_0.BUP,18432,2011-03-14 18:03:28,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/Analytics Quantus Cross Domain Default Setting.xlsx,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Analytics Quantus Cross Domain Default Setting.xlsx,39633,2016-07-06 20:48:10,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/Torah-Audio/Deuteronomy 1-1-3-22.mp3,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Torah-Audio\Deuteronomy 1-1-3-22.mp3,3643308,2014-08-02 05:05:34,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/Hurd Family Legal/Response to Contempt/venmo_statement (6)(1).xlsx,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Hurd Family Legal\Response to Contempt\venmo_statement (6)(1).xlsx,16118,2022-07-14 15:52:20,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/Dr Glass Garcinia Amazon Stats.xlsx,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Dr Glass Garcinia Amazon Stats.xlsx,5474,2014-08-20 18:29:54,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/Rainbow Lawsuit.docx,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Rainbow Lawsuit.docx,322477,2024-03-15 09:20:24,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/Special Interogitories.docx,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Special Interogitories.docx,9784,2013-12-12 12:29:02,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/Amazon Accounts Search And Buy.xlsx,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Amazon Accounts Search And Buy.xlsx,164514,2014-06-03 00:00:52,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/Kula Yoga/IMG_0252.JPG,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\Kula Yoga\IMG_0252.JPG,1148444,2016-06-28 13:13:12,Extracted
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-11-007.zip,takeout-20260602T071913Z-11-007.zip,Takeout/Drive/X Plane 10 Amazon.xlsx,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Drive\X Plane 10 Amazon.xlsx,4427,2014-01-16 00:21:30,Extracted
